Evaluation/MaxReturn,Evaluation/StdReturn,Evaluation/NumEpisodes,Evaluation/Iteration,Evaluation/AverageDiscountedReturn,Evaluation/TerminationRate,TotalEnvSteps,Evaluation/AverageReturn,Evaluation/MinReturn
129.06126721986936,15.585697735469008,748,0,47.308018807227626,1.0,4004,48.45805691262913,26.78154422809584
120.24238359602545,16.008349234518573,722,1,48.972462475964086,1.0,8007,50.212920638929305,26.821708059945173
129.11348913964505,17.474791389220126,709,2,49.862514882964234,1.0,12011,51.17394941348454,26.746250856525506
165.95963070015404,16.9953041504361,713,3,49.57897997979401,1.0,16013,50.86660544865131,26.778204771829376
118.81128338849368,16.74306643076068,712,4,49.629962929438314,1.0,20014,50.916365878768836,26.75421141891568
157.2357129677293,18.27286143651751,691,5,51.08798745139903,1.0,24014,52.47846732065964,26.763500325797345
147.98620440486212,17.56225501085125,693,6,50.95599468602058,1.0,28014,52.325928891056954,26.842216356692862
157.50100040874187,18.08059102160849,702,7,50.327892989821706,1.0,32016,51.67476187198954,26.774812650599273
129.79165694141128,16.95288718169844,705,8,50.10836423249014,1.0,36017,51.423176928440846,26.775089997173758
110.65539813454879,17.78350786295547,696,9,50.88633855716061,1.0,40028,52.257224139359955,26.755524325288476
119.92073189197839,16.6829656103733,685,10,51.574717100545705,1.0,44028,52.961966015575165,26.7996637620264
129.04440434017442,16.745916879672798,694,11,50.941514539142815,1.0,48030,52.29626276297367,26.76985100303959
129.2091005786079,17.61146316870515,683,12,51.69393779281914,1.0,52030,53.10460249698948,26.788936674594915
165.7902966832715,19.43379174061552,673,13,52.46537734824903,1.0,56030,53.95269667018871,26.789957748313995
138.87303269261628,17.503825821667956,684,14,51.714125498843885,1.0,60035,53.12403080156939,26.787687582787193
119.53994985416413,16.875705751364418,691,15,51.124112270066405,1.0,64036,52.491168868502456,26.784876950025186
138.185931721961,18.486127987536914,666,16,53.04181588110603,1.0,68039,54.542739995645974,26.849426726751652
147.69624973358165,19.116694390203833,654,17,54.137151103190504,1.0,72050,55.71127540299581,26.774373482024643
138.12452727392312,18.14511892531044,670,18,52.85122363743983,1.0,76062,54.33549754422201,26.80799417509312
147.70446302297864,19.12776705752918,647,19,54.60110530863968,1.0,80066,56.20291862341052,26.792753768999134
174.5321696710026,20.468512315952147,635,20,55.63515123728336,1.0,84071,57.324230530752565,26.830573832415997
128.7463675306357,18.32291538995686,656,21,53.874374137023096,1.0,88075,55.41914120572477,26.821059402473225
147.1061323641192,19.23502430134645,639,22,55.222971490865284,1.0,92075,56.862741294916354,26.793582555643432
165.4041640922602,19.971089919668508,622,23,56.74739606154163,1.0,96077,58.492148743798126,26.793449136684423
157.08614021645232,20.80470828326396,626,24,56.38382403987971,1.0,100080,58.125287499217684,26.772617538456764
211.07638720017815,21.431878264557387,611,25,57.83314339280267,1.0,104088,59.67498834913285,26.81296125590827
147.77716216099822,20.90189142250345,596,26,59.154311285772906,1.0,108088,61.067047482808,26.849172978804475
138.86681925765376,19.4056579609649,600,27,58.843564962060285,1.0,112091,60.704648918717105,26.85332733189169
157.00988270771487,20.86092351070683,596,28,59.171831122596345,1.0,116093,61.08470440145509,26.852203476534335
166.12318888170853,21.145313254693058,584,29,60.410134311722025,1.0,120097,62.40780262426319,26.852638626960264
193.6314472566699,21.14026796667084,590,30,59.73869921351335,1.0,124097,61.693761764436374,26.868223655789105
165.7535009545701,21.65278787653118,599,31,58.89725015383563,1.0,128100,60.810803974786374,26.855696667845777
175.57990790749258,21.334192207434217,586,32,60.13438346616851,1.0,132100,62.118528666045904,26.804594525814082
175.21772661141134,21.738813486958943,587,33,60.17329008313372,1.0,136109,62.16954294994547,26.868290395851126
209.78640659329005,21.67442870465634,595,34,59.301638219530545,1.0,140114,61.24092283557303,26.763898877085637
156.58398045298526,21.712745448952646,570,35,61.86567183695374,1.0,144117,63.971746491538035,26.805097942528334
157.01448021293118,21.991152571335917,575,36,61.34054786131434,1.0,148120,63.417426509682606,26.80612048472838
222.34175065482475,21.741831031616954,570,37,61.929394664401784,1.0,152126,64.03885381197067,26.8521823257126
182.95562909865163,22.317446676733802,559,38,63.04098688942178,1.0,156129,65.23911168728445,26.891964327946518
212.72257767410477,23.735852417142453,544,39,64.7136201956758,1.0,160131,67.06019159584716,26.816941386538247
182.9113913098317,22.54424004145762,552,40,63.9278674181168,1.0,164137,66.19074427863333,26.923270250016195
184.73904919024548,23.930820824366986,549,41,64.16755021220996,1.0,168140,66.48188337226772,26.814448112293338
148.03186308504115,23.2287850478301,538,42,65.40974272597632,1.0,172140,67.7935448643459,26.779820616232094
165.0514116329319,21.728472899531607,551,43,64.01482816227069,1.0,176145,66.26524494540972,35.39943664192088
175.64975980218207,20.429515286653,563,44,62.69827964916983,1.0,180151,64.83064635630689,26.813584879635336
156.94584406793382,21.982553735575664,552,45,63.83536497151239,1.0,184152,66.07979237288393,26.808206951048312
240.86697889201935,25.91386119381309,526,46,66.91140621109066,1.0,188156,69.47013542757671,35.316086533095636
175.72232789454304,24.45765876763389,520,47,67.65665407434568,1.0,192157,70.2323321838852,26.803419032388277
166.14763321224714,23.670544024942657,533,48,66.04481863645348,1.0,196158,68.4841507928496,26.954037371379343
185.03515937648191,21.89976900308015,511,49,68.90521339822733,1.0,200158,71.51031899171207,26.82895804264392
211.24452291641813,23.551035246864885,513,50,68.68182389940478,1.0,204165,71.30967046957043,26.830837192651174
192.76725931833667,24.438988909283392,492,51,71.55572745513207,1.0,208171,74.4254241637977,26.93778624022302
175.33655817163967,23.51701799647379,481,52,73.07842662341756,1.0,212171,76.0455044295733,27.04554343116876
212.35471281269304,27.75128998951678,473,53,74.18957937092206,1.0,216172,77.36004818412279,26.85202551929239
211.26081475008328,25.00932594997321,485,54,72.52673167695902,1.0,220177,75.48791868145219,26.95744132964483
221.06182471724165,26.936983001968375,470,55,74.651705873758,1.0,224177,77.83604057305331,26.925205034981037
211.60973856158847,26.513854957388553,460,56,76.37009278833862,1.0,228181,79.68493586135222,35.43334277621362
202.52442319737335,25.858633019257642,469,57,74.975990672175,1.0,232187,78.15694252757194,35.53568430892545
191.79061498541918,24.173681361712624,482,58,72.98002386214675,1.0,236191,75.95577966361549,35.49330178817718
249.46249299285188,28.012371410527777,448,59,78.27254720019735,1.0,240191,81.79208470893575,35.44076980489255
370.68292011029337,28.595258279336242,450,60,77.95485166531545,1.0,244194,81.45841588729884,26.973392754860512
239.87937205115756,25.818298374958093,461,61,76.30025665770931,1.0,248202,79.58968786293022,26.846866040715298
192.2252188620981,24.06971843579492,456,62,77.22453813688222,1.0,252212,80.54629602439613,35.57237651941814
203.38485049026826,26.41537275063016,450,63,78.14571545515943,1.0,256221,81.6099158574926,35.54099380268938
203.1520287902851,26.362214602409296,450,64,77.96824985048839,1.0,260222,81.41527242175704,35.42190660984987
231.66772807950863,27.456033051676293,452,65,77.72917250458411,1.0,264228,81.18611352403086,26.798839369920387
193.3192332751761,26.566079774814114,441,66,79.63452979763917,1.0,268235,83.23375081827064,35.492687753853374
231.49152461815524,28.747719728931347,438,67,80.17283622188667,1.0,272244,83.87932886883097,26.88119949535698
203.31549272438326,25.10418828545224,451,68,77.9129905944592,1.0,276247,81.31916238571951,26.86064014789322
212.5250992408112,28.77625716279871,437,69,80.33080627114383,1.0,280255,84.05482337939401,35.46837559172618
249.32568390725484,26.689311719474617,439,70,79.99859876594806,1.0,284260,83.63020468323242,35.57736713206173
166.05497804017799,24.789870613248087,440,71,79.857814676923,1.0,288266,83.42747670218338,35.51434675188262
175.51262616543806,28.133937042965773,427,72,82.09504783718717,1.0,292270,85.9602543907955,35.54253207654297
240.3717862891739,26.21050432195269,427,73,82.1959545166578,1.0,296275,86.0117014131114,35.5782632041863
258.198129779956,27.98888756813571,428,74,81.91318435550798,1.0,300278,85.75465060992444,35.748240974580774
201.8824551589992,23.892753179138463,450,75,78.09288635814133,1.0,304280,81.48468730576785,35.58051341628154
194.40136165437664,24.519799262778758,432,76,81.20089653079705,1.0,308280,84.88323238438355,35.34453918458952
229.6552176110588,25.799587815527964,433,77,81.08707482854112,1.0,312284,84.79001516509724,35.51529888526681
221.23660429423728,25.164825913699634,434,78,80.82598943811729,1.0,316284,84.49103777775545,35.34952809343332
193.08862077027703,26.819414538080004,431,79,81.46864328467451,1.0,320291,85.23778614821381,35.591187704336825
248.92264978130507,27.991660688608867,425,80,82.55606359942436,1.0,324298,86.45662910631515,35.783251220980674
201.99620898993211,25.129590599874135,432,81,81.41679030719226,1.0,328309,85.13304758955032,35.736249301460205
220.81635662835754,30.06785750691598,415,82,84.36471703571718,1.0,332314,88.49910053438637,26.757758861460204
210.980563777591,26.522059039684578,431,83,81.37278023101413,1.0,336315,85.12398218226151,35.56521679773849
212.79816652211545,26.435194751893473,430,84,81.55753359626549,1.0,340315,85.32179026753478,35.681103084676366
212.7533049641229,28.080979044268123,423,85,83.0405491858797,1.0,344327,86.98921118443751,35.356627508800386
222.52431017145088,28.528499515443933,416,86,84.1744613246026,1.0,348327,88.23963959073762,35.932177012992085
219.30948329883736,28.120320380411272,420,87,83.36897855332742,1.0,352327,87.34868431235394,35.67347842354827
240.19428917682615,31.064390694696296,412,88,84.87715303348463,1.0,356328,89.09013799695772,35.740152575970455
203.65766968320727,26.09510529371696,423,89,82.9013809749704,1.0,360329,86.77915871519107,35.76483413640517
221.6054195247698,27.692707934384067,411,90,85.26446318470563,1.0,364334,89.41051443707346,35.62784324410429
231.38576546095868,28.965098654131545,413,91,84.83484447564204,1.0,368338,88.97605758181514,44.58716130716184
203.61314167767344,27.8146053048459,423,92,82.93295877198209,1.0,372344,86.8647655106791,35.40847378117325
203.45555013295095,25.430096481139838,423,93,83.00861034099493,1.0,376350,86.878444304269,35.726688664146465
231.54965525456103,28.382377023758643,419,94,83.58090271730369,1.0,380350,87.58686361176056,35.827988915130845
212.0129803410385,26.489645777947725,418,95,83.98278491798483,1.0,384357,87.97183822529023,35.79217360936589
193.3328956420863,25.449601265190037,424,96,82.84181672674468,1.0,388365,86.69825490810783,35.53405365505685
204.2157121921351,26.970813286292017,408,97,85.90404373795111,1.0,392370,90.0906119385398,35.556634102269896
258.9249231420046,30.69282427316378,395,98,88.51352670863172,1.0,396374,93.06717506488394,35.38266567017769
249.12400855121444,31.142604032975935,397,99,88.06442986372642,1.0,400377,92.58824767303659,35.679382769892754
285.73566470821817,31.40939680356673,399,100,87.65290829841753,1.0,404382,92.14446938092063,35.86921809017436
231.40403109872616,27.912199248353296,408,101,86.1722482259549,1.0,408400,90.4119600464074,35.80805532450889
203.3995746498465,27.187800057581022,409,102,85.77553374489881,1.0,412408,89.95461956895923,35.82183586919466
203.91052883220317,27.422124541671398,407,103,86.16182537993114,1.0,416416,90.38582951071861,35.75023719877261
203.50613757723502,28.20905131511033,405,104,86.41060358849806,1.0,420416,90.68096071631578,35.68664108803386
203.39025602444872,25.866749291393052,406,105,86.3061149894513,1.0,424418,90.50042878175286,35.499655164784585
230.19670622486746,29.41809428425047,391,106,89.35908151179345,1.0,428418,93.95908068286514,35.946476124278675
296.44964269460235,31.93510563011058,391,107,89.35995367447549,1.0,432420,94.03613884100744,35.613706773011145
250.01387766184487,26.62954131873234,407,108,86.21718484959656,1.0,436428,90.42143543035661,44.63872986049009
278.31492131536646,29.300405771403497,396,109,88.28024490066002,1.0,440429,92.76663875131173,35.92415143134994
238.96876753354593,28.31446924374299,399,110,87.75707771295227,1.0,444434,92.16226857035667,44.876251350389296
203.42755742000028,25.450999625965952,401,111,87.42351056646524,1.0,448437,91.71360101690915,35.47826938783457
248.26677124214135,28.598881530933664,397,112,88.25678666446953,1.0,452445,92.71919543545015,36.13964007763036
257.91450504775435,29.905126380383866,394,113,88.79625355046349,1.0,456450,93.35205239395356,44.699164040075715
222.51460125406044,26.53441333632712,402,114,87.2029884889782,1.0,460455,91.50173048135143,35.737966294472066
230.26606822571182,30.692299024613067,382,115,91.3982249579615,1.0,464455,96.24392567693029,35.974742589491534
249.15241202440126,31.04893940211495,391,116,89.39437667297936,1.0,468457,94.04714603077161,35.54309749158858
275.7456692493127,32.35244240244424,386,117,90.58708034701223,1.0,472466,95.40601704857191,35.711816161574234
230.31049103463766,31.546215076784538,382,118,91.3691720150223,1.0,476466,96.23922563780516,36.08069778366996
230.7546594662448,29.25879313021338,390,119,89.6567992433529,1.0,480469,94.28079057402782,45.14073798609732
275.1645924393007,28.54888008042894,395,120,88.53111564162872,1.0,484469,93.01937183476988,35.419934349774024
277.63011144577143,28.82056099298533,388,121,90.06046769351373,1.0,488469,94.71149437045842,35.51870058371224
213.02455212534346,27.83213655751948,397,122,88.2008239920607,1.0,492472,92.63505900252646,35.89221970873368
229.4794471628888,30.277778318057806,394,123,88.8167268784877,1.0,496478,93.38874516947598,35.60796101932004
221.09521705059436,28.593552736235864,397,124,88.24413866859251,1.0,500484,92.70507841850421,35.76771940722079
257.8090976722184,27.07830260008629,405,125,86.50627808802896,1.0,504486,90.74996969142866,35.46005073191451
222.13930893155518,30.610779395311926,383,126,91.33837932989465,1.0,508494,96.1767471711345,35.960337749347815
211.6467040978202,28.82325682961029,394,127,88.92062600879777,1.0,512502,93.45694365687245,44.62014347278258
203.21252482204778,28.574994315876918,390,128,89.7602570080995,1.0,516508,94.37372124634669,44.466046817428364
230.97875603989928,26.36360486885148,401,129,87.48516186781323,1.0,520517,91.80800387424748,35.8358628097913
222.26987406580426,30.206799836534028,386,130,90.53270107380543,1.0,524519,95.27367250964721,44.745231463495486
240.21821180373246,29.39024805658269,393,131,89.00992429310996,1.0,528521,93.5721105117766,44.792215912446785
231.9713023793299,34.72073774809165,372,132,93.71788041583032,1.0,532524,98.94469395655044,35.91837669896124
258.9314555661963,31.391931183116583,375,133,93.08079133859827,1.0,536528,98.1259092026329,44.90894112273821
222.42326287662573,27.46402519804222,396,134,88.39511374687629,1.0,540530,92.83880155594352,26.900002721598234
220.64297292453537,27.05797699290277,387,135,90.50475186693664,1.0,544536,95.14741859511084,54.088679552004834
220.57457731137765,26.56932491434242,387,136,90.37478432748873,1.0,548537,94.99239192127173,45.07989363363728
231.30231507493116,29.067762333033205,390,137,89.73843711396663,1.0,552543,94.36442009388523,35.86372529577475
258.9417196926472,28.292968985034594,388,138,90.26928962805401,1.0,556551,94.92473207185972,35.902805875931335
268.79351184348366,28.45546018055576,399,139,87.75157458217312,1.0,560553,92.15744338960387,44.618481925167444
212.33953462981546,28.974499606835515,383,140,91.29772976345917,1.0,564558,96.08084214617342,35.565978763326065
303.5590760486185,28.917151206190386,391,141,89.45418006130443,1.0,568560,94.04493647152076,36.023859590852254
267.5352207957189,32.344796191066685,389,142,89.8993107529262,1.0,572569,94.64598495258804,35.93433191323204
259.67707104552164,31.906758478906987,383,143,91.37748572355436,1.0,576581,96.26216243012291,44.70246194020742
250.3983389889284,29.79518885851686,389,144,90.13787665009716,1.0,580595,94.82528783345548,44.804819183162756
249.5139691413366,33.125193863568754,381,145,91.52722436501227,1.0,584595,96.46944042742071,35.635710189168485
250.11581261706775,31.34490861287302,388,146,90.02680738091658,1.0,588596,94.75212421266619,35.891600725714724
201.55957401740596,25.620132689513436,389,147,90.00168187307358,1.0,592599,94.5555928180363,35.6422751721539
259.2493303918446,32.32016806541884,374,148,93.39569015380336,1.0,596607,98.50381559320073,35.69865483761943
258.4823758291786,29.539895272305365,389,149,90.03314270012305,1.0,600616,94.70158330431146,35.45424436762988
229.94000191373948,29.483119139692512,393,150,89.11201129218944,1.0,604623,93.68541122069412,45.23115589153077
221.68783098003576,29.209215472705647,384,151,91.00222138691929,1.0,608623,95.75959083913739,45.08151162895015
250.45362099425878,29.541280047550234,384,152,91.06739233694901,1.0,612628,95.84248292688882,35.86577134379304
295.50517593797514,31.095062904342505,384,153,90.93213107185238,1.0,616628,95.74086924502497,35.50308262978723
221.88266367678315,29.339710378554262,378,154,92.36593938488274,1.0,620628,97.27067109907739,44.71205595047189
315.1998671249153,30.652921980046383,395,155,88.65152299137334,1.0,624635,93.2124745243121,35.608912260684264
193.1579048510269,26.129984397740355,387,156,90.49200555933757,1.0,628640,95.10909223512823,35.83173345533902
258.1075495855078,29.868741507872464,387,157,90.67654730988532,1.0,632659,95.4228175881363,35.85632683061539
212.44280792845726,26.894952937072183,399,158,87.78345527177113,1.0,636661,92.14922120389481,44.84342678862543
295.17712198128004,31.102659283484595,386,159,90.5166839102645,1.0,640664,95.28432752291117,44.628582654502374
222.13624150598707,29.925571498063512,381,160,91.8486885037516,1.0,644674,96.71780219645002,44.69220964094612
240.92048070369074,28.654015802591747,396,161,88.42458549678211,1.0,648679,92.90343249761281,45.005814609332674
211.7322537315576,28.434986867781532,388,162,90.17659420952923,1.0,652683,94.82799077658994,44.608501314202876
239.8336518798936,30.908526135516077,380,163,91.92833926816526,1.0,656688,96.83753013044742,35.401394016531185
249.54443610637304,31.563304862397853,383,164,91.23063429539913,1.0,660693,96.08885219194046,44.9278817082372
231.0121002965182,32.19342244169605,382,165,91.405410158841,1.0,664696,96.30207881155388,35.44423518256721
269.1587931509448,32.53231402023219,381,166,91.56201747490144,1.0,668696,96.48566585947839,44.5164415748726
231.96617619156876,31.022493541787014,386,167,90.5263125455164,1.0,672700,95.29508851421816,35.54862536391899
257.0670100648634,28.29545268272022,385,168,90.90404697675086,1.0,676706,95.6247637884143,44.53151310707314
213.10925831158295,31.242387526598627,386,169,90.61378829634987,1.0,680716,95.4014554393639,35.51554302468492
333.27601390473444,33.1842162302369,389,170,89.74243474584779,1.0,684718,94.4990891242448,44.87315207110491
295.1828366234867,30.485744488586423,390,171,89.70632096674385,1.0,688725,94.37153240916034,35.80165957230804
259.3344337677219,31.909839489498,372,172,93.76958054133938,1.0,692728,98.90395453492124,44.66038228711823
212.008945904676,28.156245177262846,390,173,89.68860157192785,1.0,696732,94.28421884411215,35.975826451411834
238.2637173647818,30.22243471391839,380,174,92.05016197042917,1.0,700742,96.95040654722206,35.80200690139019
229.28923913559345,30.518545650572506,380,175,91.91400100208458,1.0,704746,96.81100905792525,35.67620431396902
322.64891482076234,35.5824132980881,372,176,93.65606459386481,1.0,708750,98.9045536848189,44.567635908523854
238.19849628594238,32.369401923570805,382,177,91.36871408549018,1.0,712753,96.26842767961146,35.79223142522578
268.81417242445025,29.484062895130197,380,178,92.02182235105593,1.0,716759,96.8940549759501,35.72083013027328
268.2636232829515,32.47084495618805,378,179,92.36300060983037,1.0,720767,97.37065941697162,35.5683710513967
249.80273659712637,32.27166714353889,381,180,91.69334728972149,1.0,724773,96.62261745171564,44.98654923396876
221.81643170974678,30.67701967862417,380,181,91.866911135338,1.0,728773,96.76112543530897,44.812759265282764
259.36471374088455,32.32145165879146,377,182,92.72413126734013,1.0,732784,97.76212131887199,53.76308252657405
220.26398686891315,29.232432259921417,387,183,90.43739138158496,1.0,736792,95.13993203668306,44.47003543560745
258.26316879762834,25.808096773960102,396,184,88.42580690050568,1.0,740793,92.82487184900052,54.388598388231095
267.8783163325918,35.7290993907018,377,185,92.40731872553297,1.0,744795,97.53572093905996,35.934499150701065
230.62246278266602,29.23339853327923,388,186,90.1174429414431,1.0,748799,94.78852770804576,45.08311470635414
213.2330557058424,29.786788712771234,375,187,93.24956227133889,1.0,752808,98.26191659706606,53.912117961365276
239.56198562804002,30.868874640492802,372,188,93.78519073219121,1.0,756813,98.89140301743926,44.55332188870791
259.25662929261273,29.91305420354317,392,189,89.31528542846237,1.0,760821,93.92351721424888,35.98005304913323
220.88829442837803,29.133887976614258,394,190,88.81992412858602,1.0,764827,93.35701854192561,35.84093372529334
240.46483020796418,30.568502960256243,379,191,92.25969191922988,1.0,768836,97.19253057440918,35.66766510254179
230.99071362827885,34.81945535911253,363,192,95.95651521758757,1.0,772843,101.43540897614197,35.874730998341484
221.88757698213254,28.1046850999082,388,193,90.1296711261945,1.0,776845,94.76569008075491,44.765043558998435
259.2039155881339,31.033186302523035,374,194,93.61694319693815,1.0,780862,98.70807493433712,35.95626669447486
221.90975835698217,31.95397018045906,375,195,93.1543046130872,1.0,784870,98.22687062589245,35.83749963780606
230.58736958633162,29.4797674299091,381,196,91.82755322754207,1.0,788880,96.68156766318391,44.78457887445545
230.8508780114321,31.43744119950746,384,197,90.93991596669377,1.0,792884,95.76511082961353,36.13341060121104
230.48714370410585,32.88487671831614,381,198,91.61597223899177,1.0,796887,96.55960948598303,35.85574134498898
259.7970198062567,34.011807498935475,377,199,92.50105112767257,1.0,800891,97.57768459659893,35.71969699491207
