Evaluation/AverageDiscountedReturn,Evaluation/TerminationRate,Evaluation/MaxReturn,Evaluation/MinReturn,Evaluation/NumEpisodes,Evaluation/Iteration,TotalEnvSteps,Evaluation/AverageReturn,Evaluation/StdReturn
47.020217600152684,1.0,119.72039173241932,26.776110085137063,754,0,4010,48.1400399069108,14.579262019664316
51.84591900167158,1.0,119.8304265034329,26.757685904938867,682,1,8013,53.25380330769659,17.009282259511025
64.75693591670003,1.0,184.0283534584725,35.385462645173384,545,2,12024,67.10050729900634,23.478757499329152
74.44153645634667,1.0,230.4098324848153,26.760143564446906,472,3,16025,77.57251762079366,25.672888075994614
81.4366713539456,1.0,276.9254965037747,35.67274036145032,431,4,20030,85.2125463735187,27.228009200407694
80.95959312617018,1.0,237.67207146026277,35.63757567012142,434,5,24037,84.65179552656299,25.759486919114263
85.05317383103119,1.0,201.51971425496058,44.556620031703446,412,6,28038,89.146724715296,26.57855355612262
85.85023249700296,1.0,230.61960500721793,35.93679292429824,409,7,32048,90.02121621618737,26.66234067228397
88.25567983756252,1.0,203.25378739229163,35.956721449160995,397,8,36055,92.69310808448934,27.699394851725888
85.339563984345,1.0,231.20182709468457,35.772168149429376,410,9,40060,89.5809392481806,30.490180860744225
89.00471405924377,1.0,268.2495574343607,36.063302856035655,393,10,44066,93.62578270573285,31.271322021491166
91.05271183879347,1.0,240.56937711999808,36.084122574067315,384,11,48073,95.86486138978542,30.691153941060545
91.99895076761425,1.0,248.95675191976702,35.756985207862584,380,12,52083,96.96844163292327,32.5268289488839
89.6988661671633,1.0,248.9091348491893,35.4599595607351,390,13,56089,94.35280055433752,30.099676113871627
91.49695739462982,1.0,222.51515403666207,53.971067798444054,382,14,60094,96.3616247169749,30.92904764285473
90.64448396991851,1.0,220.228520479523,44.75650715525244,386,15,64101,95.34932347169116,28.56795947399202
92.5974614112219,1.0,222.12289007973914,35.656720975293446,377,16,68103,97.56757616483326,30.554806650036657
91.63851251238083,1.0,240.81028166896704,44.69263242204449,381,17,72107,96.5646055626362,32.31574682769518
92.68136684425787,1.0,248.25648732090784,54.60977853622684,377,18,76115,97.70362334506719,31.922416786677125
92.96564235009325,1.0,230.5179749693023,54.211127869085196,376,19,80123,98.01065718264672,31.758064977365144
94.84211041947322,1.0,230.1020104700458,63.81164216133883,368,20,84127,100.03046284461648,29.929870763052616
93.96801387414972,1.0,222.64716775977715,63.284755007837596,372,21,88134,99.06815610071,30.21668614157835
93.0384842587962,1.0,332.7118436122648,63.7871311447755,376,22,92141,98.01438339323991,29.520507430542857
92.67680360693936,1.0,249.25116150906965,63.78951074853052,377,23,96141,97.58094407257967,28.28390102458749
92.61648429413306,1.0,240.92412975108192,63.73888671607917,378,24,100152,97.53448068669175,28.891442580619103
95.3695867602069,1.0,258.4747066523422,63.51677671695367,366,25,104158,100.64560341227234,30.943631331479548
96.24398820838624,1.0,247.98570621333752,63.942231633727026,362,26,108159,101.63497859310907,31.50140817219994
95.28185179812012,1.0,248.43342507952622,63.49811776075612,366,27,112162,100.55168523849433,31.011856309172835
100.01996352650949,1.0,286.26988761912463,63.611301385221694,348,28,116173,106.03016879059668,36.96739250946402
95.93870949428118,1.0,285.48018786678983,63.703789183395635,363,29,120173,101.31048726625247,31.981342783567435
97.75173454693864,1.0,238.3529624624565,63.57541147875236,356,30,124174,103.38569185489709,33.70818697472819
97.9045123702044,1.0,276.1375826824484,63.86531099185807,356,31,128180,103.51392095829019,32.61175018792455
94.35728987489728,1.0,229.413033903903,63.742984251616754,370,32,132186,99.54216865667496,31.476675780564
97.47179166375027,1.0,286.89129317221375,63.791809443254415,357,33,136188,103.08657564719286,34.082202431937034
97.23218525216073,1.0,297.0248203323429,62.9687258789037,358,34,140193,102.83330796562058,34.359933111625374
99.18865638156547,1.0,285.04119326091273,63.72763202294874,351,35,144202,105.03829929532755,35.202621197069654
97.15208260014003,1.0,276.16518306718433,54.6172849652929,358,36,148202,102.70930220161496,33.370750019387906
96.86225086774715,1.0,268.3293233458694,44.91932132116755,360,37,152216,102.4194946589142,34.26504693226731
95.66787666348033,1.0,248.83232183268723,63.761227327594554,364,38,156216,101.0437575315763,32.927738535679666
95.6393263740532,1.0,258.0306969170714,63.54161161294508,364,39,160218,101.08356577443595,34.973686520990675
96.96836996761503,1.0,258.3664610261198,54.10885823534458,359,40,164222,102.51971641977521,33.78326500115833
90.12979433273857,1.0,221.76973259470606,54.609846076998195,388,41,168224,94.75871319260995,27.806157284939733
91.47692059216546,1.0,266.6343456116576,63.85407968156649,382,42,172229,96.35646247929364,31.496996077825763
91.14099275301999,1.0,265.70453879957336,54.447717069484476,383,43,176229,95.9477212386693,30.26135927413433
88.85102188123973,1.0,249.7774514767591,63.62653108187673,394,44,180231,93.35064149689272,27.92408119396412
82.0856369529644,1.0,221.9993398525097,54.585288838572374,429,45,184238,85.74529268613668,20.268771082557386
81.34331128760303,1.0,248.7427323830293,54.28680634673383,432,46,188241,85.0487605466699,25.073039238445084
81.35417072099466,1.0,248.7228083753701,54.688374419390215,432,47,192243,85.04063151499095,24.320147453613494
82.0824022538873,1.0,184.93654643516732,54.018639590138605,429,48,196252,85.79244486870482,22.484240066619993
77.06870139379828,1.0,182.42488196160454,35.82622656661153,457,49,200253,80.25740698367899,18.79030149167569
81.11037371213386,1.0,183.98140939368014,54.17127453598658,434,50,204259,84.72129909456103,22.018877151043927
81.85119790829687,1.0,238.85819098075382,54.36099327881571,430,51,208265,85.51934503434977,21.62869761536034
80.89008525545732,1.0,175.21091553191556,53.94024713139599,435,52,212266,84.41624732398724,19.0267319807232
85.22358929549729,1.0,201.8125345542659,54.643135728859846,412,53,216268,89.22350626699712,22.340048859636212
86.70741586030523,1.0,248.85237536699995,45.152262521119354,404,54,220269,90.98617904193975,27.57152828872796
95.0142753503872,1.0,277.84018605546277,63.79274961958912,367,55,224275,100.37625630395087,34.60269198736533
94.45449034600641,1.0,230.24943161557914,54.30948032944594,370,56,228288,99.68353807616639,32.391785749113026
94.86461979397315,1.0,249.96204003513972,54.71138006385675,369,57,232308,100.12237106861572,31.93815868762325
95.17572487183875,1.0,220.39553727055235,63.68985015742844,367,58,236317,100.42049104084951,30.572987124664348
96.47866981269254,1.0,258.6620574238155,63.53575392640887,361,59,240323,102.00316614891284,34.55589489382647
97.77695263737839,1.0,277.9115453986523,63.673340078501774,356,60,244325,103.40338923112073,33.47937925548546
97.85310909997001,1.0,231.77149841960951,63.4986081346772,355,61,248325,103.55768481516259,35.23451594662989
96.75049850882455,1.0,239.53393261336333,54.503178763557436,360,62,252335,102.34669680503434,35.5597477068529
103.20230132231033,1.0,248.17308980788715,63.65933707837041,336,63,256341,109.60930667056752,37.30961596777273
107.00321848661937,1.0,314.61281673447286,54.02850922561436,323,64,260354,114.15489221240995,43.861879556152715
108.60294675219349,1.0,304.86280898267523,62.75493786270384,317,65,264358,116.10444531767638,46.9466362210209
107.55452547474533,1.0,267.87131232297594,63.853678339582274,322,66,268374,114.64549993470676,40.89736935564048
109.87066061405874,1.0,285.045653399057,62.713432903255715,313,67,272375,117.38833491105287,43.78389628694347
109.07532116732094,1.0,296.105328428312,63.585860327752656,316,68,276377,116.47785105675842,43.70369416450198
112.15085185862102,1.0,304.9476266066926,63.59437571837861,307,69,280380,119.89107332810109,42.244750718627564
112.65534442751225,1.0,276.6019199021153,54.74832078769192,305,70,284382,120.53955270759468,43.84316064115744
109.45242003497793,1.0,322.5336614131568,44.85481403579476,315,71,288390,116.92203339992528,43.94697807649737
108.32527342962281,1.0,314.3069769948328,63.2981007749905,319,72,292405,115.73128964919634,45.864183582320955
106.68699710683008,1.0,256.546563121006,54.586664745593744,325,73,296421,113.61644515366253,39.70102184450831
107.93317772976543,1.0,296.44561143280373,63.6584480607852,320,74,300429,115.12063126583908,42.02588218299558
103.88012195026975,1.0,275.7311330127343,63.467994206622485,334,75,304440,110.43288631359398,38.97838887324123
102.23028076269527,1.0,314.44599700655783,63.3121652065676,339,76,308452,108.75532434522448,42.87094493576267
102.71503666588754,1.0,275.9165169839287,63.69329048624268,337,77,312454,109.15571830395776,39.58727759736715
110.9767569241857,1.0,342.5432220556453,63.69473783583917,311,78,316476,118.86050051286462,48.46867712973804
103.48552013980238,1.0,341.52459519038985,63.77469843177502,335,79,320485,110.06820437415502,40.96605574480669
97.91790652902642,1.0,257.6354025022732,63.894494404481776,356,80,324494,103.55696049172691,33.31071797431461
92.55774048128089,1.0,267.2406259494537,63.99607762621591,378,81,328501,97.43376488619349,27.72058905444056
89.57958347291833,1.0,211.5225365467984,63.82947598051278,391,82,332505,94.08331505624011,25.33202684043646
97.56222401262005,1.0,305.6187617374167,63.70710041205519,357,83,336508,103.08304275014228,30.997740095218894
101.8786802592825,1.0,277.83262333979894,63.92015784992985,341,84,340516,108.0988408747037,36.7567424149365
98.43494751829012,1.0,239.23584766081765,63.77199491543253,354,85,344519,104.00755304360007,29.597540792104848
99.99492760346486,1.0,266.71932126596363,64.0902398788709,348,86,348525,105.8674863343747,33.264131522813344
101.44484285971112,1.0,229.89595415681623,64.0361191829998,343,87,352531,107.41774848706925,31.16343996881922
96.33459147299052,1.0,248.78298641950846,63.907670156341595,362,88,356537,101.75855957373405,32.20523632229977
90.52094418562302,1.0,230.79806033760858,63.93268957076096,387,89,360546,95.20439944499185,28.290439938908424
95.49986357637067,1.0,239.44705177784334,63.946916328556966,365,90,364546,100.77747503960678,30.55889718000846
99.74194268911036,1.0,284.8556211801837,63.87793405248148,349,91,368553,105.61024921758784,33.96353085196393
99.93055679876885,1.0,221.33167190838432,63.99036046502149,349,92,372564,105.7010637444524,30.36910690391696
97.57849650719207,1.0,256.653216053401,63.84531803144242,357,93,376571,103.1723743385791,33.04014268164322
97.77518548230765,1.0,331.85844180670426,64.0889726461432,356,94,380574,103.38546002867466,33.0181851135021
97.06525577591961,1.0,219.5750894763176,63.94849741414101,360,95,384588,102.47888913779298,29.27863245088039
96.22510319400068,1.0,395.40019530707445,63.978354276312764,362,96,388592,101.65128538882657,32.74308588346028
96.3162008526928,1.0,277.1793783728551,64.0071523335602,362,97,392594,101.65015048104294,29.49617377264994
98.8586720968712,1.0,275.5880902977754,63.98145258876343,352,98,396600,104.58125543438547,32.530549085450865
98.52562534889194,1.0,268.00686943363354,64.09128896709312,353,99,400601,104.18877577769199,31.961778305066478
98.63250732222299,1.0,240.03250551826,63.999306401251125,353,100,404606,104.2953897971687,31.556028929384656
97.59626195677241,1.0,314.3415883669952,63.89822626364156,357,101,408613,103.18434834329247,32.87571016351844
95.8871975631816,1.0,265.4705899077643,63.95344733460469,364,102,412619,101.1647401586583,29.18574016796954
100.59600209424843,1.0,249.6426979964349,63.92314532917157,346,103,416626,106.48809984975837,31.717730488793922
97.78122687025173,1.0,258.2422507517318,63.97610648886498,356,104,420630,103.39372598632437,32.94554407370438
96.23222420292093,1.0,249.71343766213528,63.94858156858337,362,105,424633,101.62165417431908,31.39574629109394
96.68910068622456,1.0,212.50795852362074,63.939281705590744,361,106,428641,102.04828988987494,28.864174938004567
96.776525303364,1.0,276.9937295044124,63.97937814865995,361,107,432651,102.16364161270118,29.583875851478506
97.91683475538335,1.0,257.0151248878241,63.95527610757098,357,108,436667,103.45701129204454,30.348237211665115
97.10811850161876,1.0,240.80378612874694,64.01961279906504,359,109,440673,102.5875333070999,31.206876120939956
97.99740467942036,1.0,239.08802097775558,63.92643812426095,356,110,444682,103.5609478803925,30.732921432094994
94.60469525285293,1.0,231.27469082026474,63.959415669164,369,111,448685,99.7181817879631,28.308467381514227
94.10665677843356,1.0,256.9049129217879,63.807049233674576,371,112,452688,99.16575515189817,28.291614299066975
92.96981275054895,1.0,203.49065327439783,63.83957741286516,376,113,456689,97.83914107382053,25.882483486568685
91.17380576750232,1.0,227.81464082459505,63.862193786348676,384,114,460698,95.92809251964565,28.377251701136814
89.53988441305131,1.0,241.01761802248149,63.84027893760552,391,115,464704,94.11424147450316,27.965282222225024
93.84165350902362,1.0,250.1834834826677,63.87978297438183,372,116,468705,98.87213978515278,28.31510321462598
94.69160054312043,1.0,256.5252097976217,63.840406836941284,369,117,472714,99.85663677227137,29.667370278222887
94.07394879314677,1.0,275.2972248199136,63.937956486891,371,118,476719,99.24584766203621,31.997695274562354
95.49662710321415,1.0,268.08416403447956,63.982926437499025,365,119,480719,100.76896934981409,30.370733230948794
93.27377597046464,1.0,241.07115417392257,63.95787122820055,376,120,484737,98.208424081417,27.088240389930593
97.5700292852956,1.0,238.47923641372896,63.930864973880624,357,121,488739,103.06070486747804,29.926072936417487
95.4108232234612,1.0,221.15583876465652,63.9667837947962,366,122,492746,100.63522393202211,29.034942424064997
93.22902828147969,1.0,212.5687134279183,63.917892276665825,375,123,496749,98.13941792203612,26.415057613101887
94.66777263863354,1.0,219.6657098804193,63.98843856781867,369,124,500754,99.75846410896985,27.25490695899736
91.91087142191307,1.0,203.37541680041332,63.83732527155521,380,125,504754,96.71817967020836,27.57698726569571
95.43844768462087,1.0,249.3086583624401,63.87797069427837,366,126,508762,100.67587988965307,29.38902001109512
90.88301875241949,1.0,229.407368667736,63.89534931968927,385,127,512768,95.59658338231382,28.032275716125906
92.03235504608668,1.0,212.4244297843353,63.860517923056776,380,128,516769,96.78198780555184,25.104442630167007
93.65634402203813,1.0,268.067673798555,63.739234043602785,373,129,520775,98.73704609592869,30.5680307732108
94.20757765203206,1.0,220.53066666087156,63.890918986227405,371,130,524782,99.27523811869845,28.17723690871173
88.48252110987293,1.0,228.7561188860223,63.86394823206145,396,131,528790,92.95228688004238,27.981411882527397
88.64440376139932,1.0,221.00263373580515,63.9126957324887,395,132,532793,93.07583037419008,26.081843147360974
92.28591850252243,1.0,221.14233388390068,63.8342328235894,379,133,536799,97.11343088119571,26.87669106582447
95.38967520686263,1.0,210.97408878394228,63.91497356724561,366,134,540802,100.5514824064227,27.008912855245708
94.0007323387313,1.0,231.14877457919414,63.989071165624274,372,135,544808,99.01381789063488,27.174191423945103
93.29040410813693,1.0,212.71513102883705,63.75303300598513,375,136,548819,98.27930948218288,28.741329165955758
83.76315170672414,1.0,249.04810266739347,63.76177674698142,419,137,552823,87.7113883092377,25.702724223355034
84.84182735715876,1.0,231.43805124155722,63.67600235267067,413,138,556827,88.9719054281609,28.505100229558156
82.18407864098634,1.0,248.12164521251282,63.76117191442216,428,139,560834,85.91127893119985,22.847143398336474
80.47224551166191,1.0,249.8125353251022,63.77959828180515,437,140,564835,84.0021050822662,20.92859728086898
82.3346481848192,1.0,230.1413638306359,63.77515902708591,427,141,568840,86.07578633533156,22.7817287857991
80.66345403118355,1.0,229.58972129331957,63.82860880343419,436,142,572847,84.28214551605434,23.92321596388865
77.44943657778815,1.0,220.61971696017588,63.82151015045826,455,143,576849,80.64524081173609,17.42405175641779
78.83722954798954,1.0,228.61707780171915,63.70084248411915,447,144,580856,82.19862496592108,19.776761950003042
75.37668727670362,1.0,192.23901461908886,54.88901021742889,469,145,584865,78.35645109591596,14.987327054859907
74.59903055977783,1.0,157.07653550667754,54.917476834589564,474,146,588871,77.46712303828501,11.596698653064271
76.54396295243927,1.0,212.58193338312338,63.72680840905851,461,147,592878,79.67943949194827,18.317105830320553
77.01669410047892,1.0,259.2516201773229,63.67401019837021,458,148,596884,80.19077580848347,18.26047628478344
74.63436056784805,1.0,183.35087019463515,63.66940963918685,473,149,600886,77.53222931645209,13.576754306686071
74.98097404207569,1.0,229.79568959848834,63.60486602973284,471,150,604891,77.94529663590738,16.12210857484591
75.26659879845062,1.0,248.4349412035121,63.735198088115986,469,151,608895,78.24763251158959,15.67434363467444
76.82460209789723,1.0,185.06669307727404,63.62945243821101,459,152,612898,79.9674831825617,17.466400495331026
79.07229051967417,1.0,229.62094110234293,63.77126534676427,446,153,616907,82.45429164641739,19.797734821432933
80.80604670488475,1.0,202.34075928284048,63.76800373537918,435,154,620909,84.40581285771749,22.629202111250525
77.90034776261119,1.0,200.37187684658883,54.859191057794305,452,155,624911,81.1835181403346,19.89054536220439
74.91184696234141,1.0,203.10709455351358,54.896107442450244,471,156,628913,77.85528147159106,15.09447732335364
74.23010944725849,1.0,203.39974190251345,63.650791440787685,476,157,632918,77.11290565531552,14.856074057775036
74.64393465333431,1.0,222.09837442841012,63.72028357271856,473,158,636923,77.59293207677271,16.81161554754159
72.7196153183587,1.0,184.85880480078168,54.91879025619001,486,159,640924,75.43052646986985,11.154413458755911
72.60033823689565,1.0,119.51868769950877,54.99074316188961,487,160,644926,75.28567485526432,9.663977440903617
72.86743024842615,1.0,110.43645758908914,63.638272921613506,486,161,648934,75.57184509957354,9.466393134781022
72.3102019643622,1.0,119.68232164701372,63.63614971916395,489,162,652936,74.97754981643564,10.115985520239528
73.66695446896969,1.0,166.09819131223523,54.810253466525964,480,163,656941,76.45682929750525,11.395515826070179
73.66936140442019,1.0,200.3438224164665,54.892939457188604,480,164,660948,76.48112587367558,13.053153329444791
72.75079023615935,1.0,173.176864277622,54.89203616780869,486,165,664951,75.45712607451262,10.476779727591355
72.2545951341651,1.0,210.75291876981123,54.87849585222418,490,166,668959,74.93353086210325,11.560054091620007
72.80991608589848,1.0,212.3303621015187,54.873539271883445,486,167,672966,75.53175356740982,11.467911506193913
73.14874673789308,1.0,157.1493948221806,54.90326721657199,483,168,676967,75.89321332029299,11.06851242614164
73.55304641333709,1.0,200.65729811127386,63.65714302593616,480,169,680967,76.35817834705747,13.288809768849397
72.23763266913463,1.0,128.88164415773988,63.69840894342515,490,170,684973,74.89308425557866,9.520109696674872
72.2321727100841,1.0,128.95753816388566,54.9232796693165,490,171,688978,74.88954264235264,9.79764261665973
72.01027745851194,1.0,200.53005203265505,63.51853075990731,491,172,692981,74.66477416037279,11.067301870581211
73.25577910702947,1.0,248.55519084087618,63.566869831856174,482,173,696982,76.05202527380649,14.364936626582802
73.56271634856799,1.0,138.26103322545555,63.52552868332448,481,174,700989,76.33869364619567,10.9143685376564
74.2308323504206,1.0,182.57505909490237,63.554570645772486,476,175,704993,77.08657206715021,12.94108153267087
73.84123637330977,1.0,191.17657584643547,54.901835290432125,478,176,708993,76.67099199191894,13.352139104700914
72.97303586261454,1.0,184.55747647750732,54.87750928147048,484,177,712993,75.70818326111726,11.4564280491081
72.5593154438429,1.0,119.90559817069176,54.92349583528634,487,178,716993,75.24324292117637,9.816244610498753
72.0120541700669,1.0,110.65123109956087,63.627836099121104,491,179,720994,74.64851883104606,9.424085433538382
74.24233221135141,1.0,191.8341770981432,63.65736987166096,476,180,724999,77.09592317496895,12.717579917555383
74.73641415192517,1.0,165.47514543662888,63.42535099912387,473,181,729005,77.63125447790961,12.808457302899672
74.819141515268,1.0,184.96761036674766,63.82616324542589,472,182,733007,77.72272977661981,12.986927119936766
75.07925754159358,1.0,201.87122351855305,63.463379032707664,470,183,737008,78.02329518718167,14.297839537207794
75.25941902374514,1.0,249.46267280370068,63.7219956203304,469,184,741010,78.22449198856303,14.757868952307936
74.37857584069269,1.0,193.4348008719499,63.648231886035,475,185,745013,77.24240451855854,12.713972590806728
76.43398531324985,1.0,213.06324692904812,63.67553813466912,462,186,749019,79.50348536638299,15.128144122634017
75.30363060985513,1.0,184.94345312738173,63.74011419083706,469,187,753024,78.27181453382086,14.643563165622815
76.2478430810944,1.0,166.44320042779475,63.72667144573783,463,188,757029,79.29998668271529,14.978906294774921
76.20959295932634,1.0,203.5245328111893,63.70228393085557,463,189,761032,79.25052761040506,14.471795700415642
73.65086111420742,1.0,183.58571847975782,63.75739484978089,480,190,765036,76.45348108623223,12.524540201306214
74.18602425776758,1.0,156.9886345362596,63.518658218379684,477,191,769044,77.00412142295826,10.19316855829639
74.22926439487058,1.0,138.29826182668504,63.75089964126297,476,192,773045,77.05384793065274,10.507614218538938
74.19446773442813,1.0,156.5332394949928,63.61212768043594,476,193,777045,77.02050471016163,10.863401212194482
75.57461619220864,1.0,148.02210935693432,63.6689065733784,467,194,781046,78.52817029668074,11.977338160410609
75.42120478746716,1.0,220.97641044360626,63.55946153981964,468,195,785049,78.39068507050231,14.116074741119492
73.76189032816937,1.0,166.38783390732885,63.681158289640585,479,196,789051,76.55143698836723,10.721099273802643
74.03928947968338,1.0,128.8006144749612,63.6571863566912,478,197,793059,76.84155274696728,9.816448062819612
76.24495724044674,1.0,256.844495451662,63.72308264783078,463,198,797066,79.32825310346995,16.93616692091254
76.25854558084852,1.0,193.43473857392271,63.7773287789196,463,199,801070,79.29177317688118,13.736315633317275
